reviewId,content,score
ccd26755-333e-4853-a97f-13109bdb674d,"Not a fan of the recent upgrade. I'm somehow following people I have blocked, even though it says I'm not following anyone. I don't want random people's stories on my app.",2
c4ce6f98-8ae6-49b4-b400-4a7486429afd,Nice😄😄😄,5
c09a86ac-1ac8-4c81-967d-f3612c39e583,I have a report that my snapchat doesn't show me the letters so that i can't able see information message or anything else so please correct this error without this error i have no problem it's so nice app Thank u,4
d3b26589-640f-4df1-9eea-8c10d3925c4b,Best App,5
502d79d7-d2c7-4f67-8085-d3d6a88fcb22,"every mainstream app is getting ruined with ads, yet another app I'm gna have to delete if they don't stop with the ads",1
66aa3dc1-a963-42fd-9c3c-5e1e6cadd73b,It is not working on my device 😌,2
3eb9fd96-d16a-4097-8983-f52111444dc5,snapchat is a filter app...and full use our generation 🙂... I like snapchat picture 🖼️,5
ed473283-9d8f-47d1-9c52-d3445aa6613e,it is too good absolutely,5
21f226a8-7b8f-42a8-b870-3323eb61ee77,amazing,5
d21ad79f-83ee-4b2a-afeb-06490cb8f8dd,"It is not responding.... whenever I have to use it, firstly I have to uninstall it and then install it again.then only it works....very disappointed with this app 😔😔😔",2
1caa1d8d-48c9-49d9-a6b8-bec5332ff3e4,Bakgas,1
56214ea8-f33e-472a-80b3-f6033bd117e1,excellent,5
eafb040b-61f2-48f0-94a0-5405f92fda32,"The camera quality of the Snapchat application is inadequate, resulting in a low frame rate of 15 fps during video recording and noticeable lag. Despite being a paying subscriber for a year, the overall performance of the application remains unsatisfactory, lacking smoothness and quality. This subpar experience is particularly concerning considering the high-end specifications of my device, the Samsung S25 Ultra.",2
d96ab467-4938-42b1-a83b-08d16fa9651e,good app,5
72b74baf-0cca-4977-8fde-5bf832f6d846,love you 💕. Snapchat,1
8a33a48a-d61e-417b-af2a-5b44a2ea00ad,Bitmojis have been wrecked. Why no more categories? They're pretty much useless now.,5
5dab8a3c-9215-4fed-95f7-a0a744af3557,they are trying to put your memories behind a paywall,1
a64cdc91-48bb-4c03-8819-7420ccae3c67,how to use wide angle in my snapchat app 😕😔,5
64d1d70f-43ca-4530-aa0c-53c41a4b74b0,this app want work for your device,5
f38b550f-567b-42f1-b8fc-eb006595f5ac,I send streaks to my all friends and I like it tho 🥹,5
aac481fd-02de-49ed-9155-e1da5da8e3c1,everything is good but if you would make a a system like second acc it will be good,4
20f6d9c4-2b21-4bcd-ab63-72ccb43d3451,"I have IQOO neo 10R, this Phone has ultra wide camera lens but no ultra wide option is showing in Snapchat, please fix it",1
11ece0d4-37f7-4544-b040-5eda11f42db9,Terrible. It opens my snaps for me all the time so I can't see them! No matter how many times I update. My LAST account signed me out and wouldn't let me back in and I had sentimental pictures saved on there that i dont know if i'll ever get back! I knowy username but it says my pass is wrong when its not. Customer support is garbage. Screw this app.,1
6acb2c8f-e3c5-4e69-bf23-6492142ab294,excellent💯👍,5
c891a0c9-6a26-4d51-adb5-41ae6c05dc02,"I got the app about a week ago (now about months ago) , and it's not even letting me create an account. it says ""oops something went wrong please try again later"". I waited a bit, and it still didn't work. I even deleted the app and got it again several times. I tried everything I could think of and googled and tried everything. It still wouldn't let me create an account. Please fix this problem.",1
fa8a7bf2-00a4-4c68-868f-f1505aab01db,Nice aap,5
4bf5a388-651d-43f9-9a86-e8fa62b7b32d,Some lag issues and sometimes it is not working properly... Sometimes it's stucks.. But the app is mind blowing...,5
7c679cd8-c555-476e-af17-fb3c559a5495,Eye opening to the social world. It makes communicating with all my friends far more easier.,5
8d0dab0d-af0e-43ac-807e-4cf38688ae48,ok,5
6bb3015b-64af-4c9b-850e-f0c687c82969,fantastic,4
74ab5872-df6b-4de5-a526-2caa7f7ad52d,Nice and perfect,3
0747d0d1-ad15-48b2-8124-f61ace8b2b27,"I've been using this app for years, loved it for years. That being said now I get NO notifications from the app at all. I've googled and tried all. I've checked app notifications and my phone notifications to make sure everything is on and permissions granted, and still nothing. BIGGEST issue of all Snapchat has NO tech support to contact! I've reported ""the bug"" but it would be nice to get this fixed. Or some correspondence at least! It's DISAPPOINTING that I can't enjoy the app anymore.",1
3e40fd53-09a5-4f6d-b8e0-0d7e42718ab5,Snapchat is a good app to chat with friends and many snaps for cool photos amd selfie's i love it but the cabios is missing in some device's also in my device i just want a cabio's stickers,5
14e57168-0b84-40f3-85c4-c1936bb1f411,it is best app,5
38c0df5d-1f7d-4fac-a29c-7c02ecc4904c,good,5
a9ee6881-4716-48eb-bdd4-344841d97c28,lovely app,5
faf8cb52-d06f-4c93-9596-80d66e5b604e,Good app but the problem is coming in chat when you go to chat someone and you want to reply a specific message you can't reply on that and when you swipe that other messages are being swiped please fix this bug it will be great thank you ❤️,4
41d1ee95-b94a-4b4e-92a7-4e01f2ba1d1c,Too many ads about this app. It's getting really annoying and old real fast .,1
0037b0e9-fb01-475f-b943-84b0f4fd8e78,This app is amazing. I love how for once i look good in pictures. Its really fun and it has some games for you to play with your friends. But the only problem with me is that the rocket games dont work with me. They say its not available in my device. Which really upsets me because the games are super fun. My device is Samsung 6-edge. I know its old but thats what i have until i convince my parents to get me a new one. But please help with the rocket games because i would love to play them.😊,5
80ba6e20-e8f5-4466-9f79-a594a67600f6,Worst app worth security.... I forgot my password of my I'd and also had access to the mail but they were continuously changing password for my other id which has same email id and also I can't change email of my other id they were showing error . I lost all my memories and stuff ..... 😔😔😔,1
52d36879-17fc-4a0f-840a-2f1f1a1e034d,It's nice but some glitches are happen but as it's best,4
de414024-f5c5-498d-b377-812ca42b49ad,they keep locking me put of my accounts when I haven't validated any of the community guidelines,1
7d5246c2-0311-4c42-a2f6-4f68b6137478,👍,5
73261429-6b75-4828-a6e6-25b767fb94c8,"The app is so fun and has many multiple usages a once it is like Instagram and Tiktok but funner and has many access like calling, texting, filters and entertainment, you can Snap and has a helpful AI customizable feature!! ‼️‼️‼️💋💋💋💋",5
e90e4616-dbbf-4489-829c-ca6d09666b47,"Snapchat literally said I did suspicious activities for no reason at all. It didn't let me use snapchat for up to 3 whole months. I was very, very disappointed and displeased with that, but apart from that, it is a good app and I am rating it a 3/5",3
895a66b2-2b20-4cf1-82df-2cbc305f8212,The new black bar on the bottom is just plain stupid. Hides 1/3 of snap. Considering stopping using this platform. Keeps getting ridiculous updates. New features are ok though.,1
71fd5a2a-af3f-4dec-904f-16b9ceb81403,Best appreciate,5
d3edef7e-6eb5-42a8-92a9-bcebc0b576bc,anwaru and ygibfko IC who kkbgyv,5
6702c629-8a81-40cf-b567-fc443b19a1d8,Well this app is great,2
0a8134d1-da29-4c15-a41b-ed166fb787d3,Onuma illa,5
7ebd46a9-12be-42f7-a1e5-eca1fd11e2a9,"Snapchat is my favourite of all time app, but the new update of bitomoji is not nice it look so wierd and ugly . PLEASE Snapchat I want the old bitomojis back ,I hope you'll do something 👍😊",4
83c4bdbf-ccb5-403d-98a0-06a9b6425f97,nicee feels happy❤,3
